STATE/UT,DISTRICT,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,DACOITY,ROBBERY,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,TOTAL IPC CRIMES
CHHATTISGARH,JAGDALPUR,63,44,74,0,74,0,8,12,54,1,31,50,2,0,2087
CHHATTISGARH,JANJGIR,50,20,43,0,43,5,3,8,102,8,25,77,8,0,2705
CHHATTISGARH,JASHPUR,63,20,68,0,68,18,7,34,16,3,22,45,10,0,959
CHHATTISGARH,KABIRDHAM,16,8,24,0,24,4,0,1,23,0,8,55,3,0,1119
CHHATTISGARH,KANKER,40,28,32,0,32,9,28,14,37,2,4,26,0,0,1022
CHHATTISGARH,KORBA,35,12,27,0,27,2,2,15,33,1,20,48,4,0,2083
CHHATTISGARH,KORIYA,34,20,51,0,51,5,4,15,27,1,15,64,1,0,1343
CHHATTISGARH,MAHASAMUND,19,9,25,0,25,5,2,10,13,6,21,81,6,0,1551
CHHATTISGARH,NARAYANPUR,13,41,1,0,1,0,24,7,1,3,0,6,0,0,163
CHHATTISGARH,RAIGARH,62,29,35,0,35,11,8,30,61,10,22,64,2,0,2234
CHHATTISGARH,RAIPUR,92,59,125,0,125,41,4,42,101,38,80,235,29,0,7454
CHHATTISGARH,RAJNANDGAON,40,26,81,0,81,6,7,16,29,2,16,69,6,0,2419
CHHATTISGARH,SARGUJA,52,22,74,0,74,0,10,28,70,4,18,77,1,0,1843
CHHATTISGARH,SURAJPUR,56,17,41,0,41,7,2,18,46,4,4,62,2,0,1213
CHHATTISGARH,TOTAL,1013,660,990,0,990,184,204,401,893,110,431,1450,132,0,43633
GOA,NORTH GOA,22,10,11,0,11,4,1,15,32,30,30,15,6,0,1305
GOA,SOUTH GOA,23,5,9,0,9,8,1,13,13,20,28,15,2,0,814
GOA,TOTAL,45,15,20,0,20,12,2,28,45,50,58,30,8,0,2119
GUJARAT,AHMEDABAD COMMR.,76,49,35,0,35,136,23,159,150,267,344,54,26,0,17468
GUJARAT,AHMEDABAD RURAL,28,7,7,0,7,26,9,29,48,38,9,15,0,0,2925
GUJARAT,AHWA-DANG,5,1,5,0,5,0,0,1,3,4,2,5,0,0,146
GUJARAT,AMRELI,24,14,11,0,11,47,3,18,28,31,10,18,1,0,3578
GUJARAT,ANAND,20,7,7,0,7,20,8,17,20,68,19,28,2,0,3077
GUJARAT,BHARUCH,35,10,8,0,8,15,8,14,29,56,9,16,5,0,2688
GUJARAT,BHAVNAGAR,66,31,14,0,14,70,30,164,190,91,155,79,33,0,7586
GUJARAT,DAHOD,48,13,9,0,9,26,20,26,54,10,3,28,0,0,1523
GUJARAT,GANDHINAGAR,20,6,9,0,9,20,5,23,19,12,37,8,4,0,2646
GUJARAT,HIMATNAGAR,26,12,12,0,12,31,15,20,60,47,25,42,0,0,4380
GUJARAT,JAMNAGAR,41,19,14,0,14,15,1,14,45,48,26,15,3,0,3882
GUJARAT,JUNAGADH,33,27,13,0,13,32,6,43,67,68,37,54,9,0,5786
GUJARAT,KHEDA NORTH,30,8,14,0,14,29,7,18,42,33,19,39,0,0,3997
GUJARAT,KUTCH,35,23,9,0,9,36,9,33,61,34,72,42,2,0,4421
GUJARAT,MEHSANA,30,21,6,0,6,47,19,55,71,48,70,25,0,0,4792
GUJARAT,NARMADA,15,2,6,0,6,1,4,2,19,5,1,2,0,0,1049
GUJARAT,NAVSARI,14,3,6,0,6,5,4,7,5,19,12,3,0,0,1246
GUJARAT,PALANPUR,40,24,11,0,11,21,11,20,34,12,39,26,0,0,3845
GUJARAT,PANCHMAHAL,50,6,12,0,12,28,5,23,28,39,14,75,3,0,3259
GUJARAT,PATAN,24,13,6,0,6,19,6,13,38,27,5,24,0,0,2646
GUJARAT,PORBANDAR,10,8,1,0,1,8,0,13,7,11,7,5,0,0,1086
GUJARAT,RAJKOT COMMR.,24,12,7,0,7,33,7,31,64,39,47,7,7,0,3934
GUJARAT,RAJKOT RURAL,35,32,18,0,18,48,6,27,76,135,29,39,1,0,4809
GUJARAT,SURAT COMMR.,86,23,23,0,23,72,22,56,118,65,202,50,4,0,5273
GUJARAT,SURAT RURAL,46,9,9,0,9,14,12,17,27,14,26,4,0,0,2246
GUJARAT,SURENDRANAGAR,30,21,13,0,13,31,8,23,77,40,8,36,1,0,3526
GUJARAT,VADODARA COMMR.,26,24,5,0,5,26,6,20,174,34,192,13,2,0,5276
GUJARAT,VADODARA RURAL,70,13,21,0,21,36,9,16,40,38,15,25,0,0,3023
GUJARAT,VALSAD,34,13,11,0,11,20,17,17,29,24,38,17,0,0,1694
GUJARAT,W.RLY,12,1,2,0,2,4,2,47,5,13,69,8,1,0,1607
GUJARAT,TOTAL,1033,452,324,0,324,916,282,966,1628,1370,1541,802,104,0,113414
HARYANA,AMBALA,24,16,19,0,19,19,1,15,2,48,66,19,16,0,2064
HARYANA,BHIWANI,47,18,18,0,18,22,3,19,134,30,52,20,16,0,2184
HARYANA,FARIDABAD,76,44,39,0,39,67,2,30,190,126,43,42,253,0,5051
HARYANA,FATEHABAD,21,14,9,0,9,15,0,6,11,11,116,17,8,0,1282
HARYANA,GRP,13,8,2,0,2,2,1,5,11,4,5,2,116,0,859
HARYANA,GURGAON,65,38,17,0,17,22,8,40,67,45,124,20,31,0,3969
HARYANA,HISSAR,51,50,25,0,25,9,3,28,45,15,148,31,6,0,2709
HARYANA,JHAJJAR,60,32,13,0,13,10,1,28,53,28,37,16,20,0,1343
HARYANA,JIND,37,27,14,0,14,6,1,10,69,27,20,2,17,0,1231
HARYANA,KAITHAL,23,18,19,0,19,9,1,6,0,48,21,9,0,0,1286
HARYANA,KARNAL,46,31,50,0,50,19,5,27,44,12,128,39,2,0,2990
HARYANA,KURUKSHETRA,25,15,24,0,24,9,16,18,0,4,39,24,15,0,2164
HARYANA,MAHENDRAGARH,12,7,15,0,15,9,2,6,49,23,6,13,0,0,1084
HARYANA,MEWAT,19,34,34,0,34,3,14,10,91,10,33,12,5,0,1567
HARYANA,PANCHKULA,9,2,8,0,8,13,0,3,4,7,73,7,18,0,1200
HARYANA,PANIPAT,42,19,56,0,56,21,9,34,32,37,13,11,10,0,2138
HARYANA,REWARI,33,11,13,0,13,19,10,16,36,33,20,21,10,0,1753
HARYANA,ROHTAK,48,48,29,0,29,10,3,31,37,15,81,17,32,0,2003
HARYANA,SIRSA,31,23,15,0,15,10,3,11,16,9,50,17,0,0,1667
HARYANA,SONIPAT,73,42,28,0,28,29,2,35,8,20,74,21,22,0,2413
HARYANA,YAMUNANAGAR,29,16,14,0,14,21,3,12,0,10,55,20,0,0,1707
HARYANA,TOTAL,784,513,461,0,461,344,88,390,899,562,1204,380,597,0,42664
HIMACHAL PRADESH,BILASPUR,13,7,8,0,8,6,1,1,28,8,22,30,0,0,1165
HIMACHAL PRADESH,CHAMBA,9,8,12,0,12,8,0,1,12,1,1,20,0,0,580
HIMACHAL PRADESH,G.R.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
HIMACHAL PRADESH,HAMIRPUR,4,2,4,0,4,4,0,0,32,11,20,11,4,0,983
HIMACHAL PRADESH,KANGRA,21,13,23,0,23,18,2,4,97,3,31,27,8,0,2023
HIMACHAL PRADESH,KINNAUR,3,1,4,0,4,3,1,1,10,0,0,6,1,0,231
HIMACHAL PRADESH,KULLU,10,13,19,0,19,24,1,8,49,2,4,23,0,0,870
HIMACHAL PRADESH,LAHAUL-SPITI,0,0,0,0,0,1,0,0,0,1,0,0,0,0,51
HIMACHAL PRADESH,MANDI,7,12,8,0,8,8,0,2,46,5,16,70,4,0,1712
HIMACHAL PRADESH,SHIMLA,15,6,32,0,32,10,0,3,122,32,36,51,7,0,2009
HIMACHAL PRADESH,SIRMAUR,12,5,11,0,11,8,0,0,58,2,11,20,4,0,720
HIMACHAL PRADESH,SOLAN,6,8,15,0,15,8,0,2,65,11,9,22,1,0,1236
HIMACHAL PRADESH,UNA,10,4,5,0,5,4,1,0,39,6,13,6,0,0,755
HIMACHAL PRADESH,TOTAL,110,79,141,0,141,102,6,22,558,82,163,286,29,0,12345
JAMMU & KASHMIR,ANANTNAG,37,49,9,0,9,78,4,22,47,12,19,63,35,0,1530
JAMMU & KASHMIR,AWANTIPORA,29,7,7,0,7,9,0,1,17,0,9,25,3,0,410
JAMMU & KASHMIR,BARAMULLA,78,93,16,0,16,97,0,11,134,10,13,166,36,0,1701
JAMMU & KASHMIR,BORDER,7,15,5,0,5,8,0,0,19,2,3,7,5,0,522
JAMMU & KASHMIR,BUDGAM,27,29,6,0,6,55,1,2,118,3,9,75,17,0,965
JAMMU & KASHMIR,CRIME JAMMU,2,0,0,0,0,0,0,0,0,0,43,0,0,0,46
JAMMU & KASHMIR,CRIME SRINAGAR,0,0,0,0,0,0,0,0,0,7,85,0,0,0,93
JAMMU & KASHMIR,DODA,66,82,7,0,7,14,0,0,24,6,3,6,2,0,683
JAMMU & KASHMIR,GANDERBAL,13,3,5,0,5,38,0,7,52,4,7,42,4,0,498
JAMMU & KASHMIR,HANDWARA,17,40,10,0,10,27,0,6,41,0,11,44,3,0,494
JAMMU & KASHMIR,JAMMU,22,58,20,0,20,40,1,1,69,17,64,22,36,0,3085
JAMMU & KASHMIR,KARGIL,0,0,1,0,1,2,0,0,2,3,3,3,0,0,93
JAMMU & KASHMIR,KATHUA,12,29,12,0,12,12,0,2,15,6,2,7,8,0,967
JAMMU & KASHMIR,KULGAM,39,7,12,0,12,35,0,11,60,1,8,22,3,0,584
JAMMU & KASHMIR,KUPWARA,22,60,11,0,11,33,0,0,96,8,7,40,5,0,675
JAMMU & KASHMIR,LEH,1,1,5,0,5,3,0,0,13,1,3,4,0,0,174
JAMMU & KASHMIR,POONCH,35,85,7,0,7,14,0,0,50,5,8,11,1,0,641
JAMMU & KASHMIR,PULWAMA,42,70,7,0,7,36,1,14,191,3,10,40,4,0,922
JAMMU & KASHMIR,RAILWAYS,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21
JAMMU & KASHMIR,RAJOURI,51,63,21,0,21,23,0,2,91,3,13,15,7,0,1168
JAMMU & KASHMIR,RAMBAN,50,42,6,0,6,10,2,0,14,1,9,4,1,0,648
JAMMU & KASHMIR,REASI,33,32,1,0,1,11,0,0,0,1,1,2,3,0,316
JAMMU & KASHMIR,SRINAGAR,52,116,18,0,18,103,4,36,147,15,63,219,181,0,2883
JAMMU & KASHMIR,UDHAMPUR,12,23,15,0,15,9,0,1,22,9,10,13,17,0,996
JAMMU & KASHMIR,TOTAL,647,905,201,0,201,658,13,116,1222,117,403,830,371,0,20115
JHARKHAND,BOKARO,49,13,36,0,36,41,34,45,128,0,55,0,7,0,2411
JHARKHAND,CHAIBASA,115,54,53,0,53,0,11,21,27,11,11,2,7,0,1004
JHARKHAND,CHATRA,27,0,11,0,11,2,15,20,82,0,2,1,0,0,716
JHARKHAND,DEOGHAR,51,56,46,0,46,1,10,15,164,14,29,15,2,0,1385
JHARKHAND,DHANBAD,97,65,32,0,32,58,71,52,296,24,79,16,7,0,3645
JHARKHAND,DHANBAD RLY.,5,0,2,0,2,1,22,22,4,2,3,0,0,0,103
JHARKHAND,DUMKA,52,18,38,0,38,9,10,5,135,4,16,11,7,3,1571
JHARKHAND,GARHWA,47,5,17,0,17,0,8,17,132,0,20,0,2,0,964
JHARKHAND,GIRIDIH,63,101,28,0,28,39,53,36,222,7,13,54,0,0,2356
JHARKHAND,GODDA,44,83,46,0,46,0,6,11,142,8,30,28,0,0,1273
JHARKHAND,GUMLA,140,40,45,0,45,10,26,27,31,7,5,10,0,0,787
JHARKHAND,HAZARIBAGH,104,34,57,0,57,32,99,82,279,16,66,32,0,0,3189
JHARKHAND,JAMSHEDPUR,87,103,37,0,37,9,17,49,85,60,118,34,1,0,3143
JHARKHAND,JAMSHEDPUR RLY.,8,0,0,0,0,0,7,7,1,0,4,3,0,0,400
JHARKHAND,JAMTARA,19,28,0,0,0,3,12,5,70,1,6,17,2,0,540
JHARKHAND,KODERMA,26,9,12,0,12,4,22,18,41,18,21,4,0,0,816
JHARKHAND,LATEHAR,34,1,12,0,12,6,26,13,14,2,1,2,0,0,459
JHARKHAND,LOHARDAGGA,51,43,25,0,25,14,10,28,58,6,19,11,0,0,615
JHARKHAND,PAKUR,35,84,30,0,30,6,7,5,90,12,11,12,0,0,719
